SrNo,CensusCode,Load,VillageName
935,549034,1307,Sudamwadi
936,549108,3268,Surala
937,549129,665,Takli Sagaj
938,549013,1102,Talwada
939,549036,0,Tartyachiwadi
940,549162,464,Tembhi
941,549104,1353,Tidhi
942,549029,155,Titarkheda
943,549023,764,Tunki
944,549065,235,Undirwadi
945,549101,11063,Vaijapur Rural 1
946,549102,0,Vaijapur Rural 2 (N.V.)
947,549141,1444,Virgaon
948,549072,801,Wadji
949,549050,1252,Waghla
950,549014,3168,Wakla
951,549166,1059,Wakti
952,549018,432,Walan
953,549157,1227,Wanjargaon
954,549059,921,Zolegaon
955,802768,0,Vaijapur (M Cl)
956,549279,672,Abdulpur
957,549335,970,Agar Kanadgaon
958,549284,1905,Agathan
959,549360,1554,Ager Wadgaon
960,549314,1764,Akoli Wadgaon
961,549327,205,Alamgirpur
962,549356,1252,Amalner
963,549231,674,Ambegaon
964,549259,567,Ambelohal
965,549315,88,Aminabad
966,549281,1305,Antapur
967,549350,0,Antapur
968,549196,645,Apegaon
969,549202,321,Arapur
970,549225,2903,Asegaon
971,549382,1686,Aurangpur
972,549339,596,Babargaon
973,549187,557,Babhulgaon
974,549337,10,Bagadi
975,549341,932,Balapur
976,549229,1523,Bargipur
977,549286,987,Bhagathan
978,549321,856,Bhalgaon
979,549347,6593,Bhendala
980,549359,2092,Bhiw-dhanora
981,549269,1312,Bhoigaon
982,549338,1091,Bolegaon
983,549301,517,Bolthan
984,549260,1032,Borgaon
985,549392,1129,Borodi
986,549210,1222,Butte Wadgaon
987,549282,1674,Chandikpur
988,549205,301,Chinchkheda
989,549369,2171,Dahegaon
990,549190,784,Daigaon
991,549385,5,Deokarwadi
992,549295,660,Derda
993,549181,204,Derhal
994,549207,1030,Devli
995,549283,3794,Dhamori Bk.
996,549191,1508,Dhamori Kh.
997,549367,505,Dhoregaon
998,549273,809,Dighi
999,549178,5,Dinwada
1000,549212,1113,Diwashi
1001,549261,1078,Domegaon
1002,549185,2095,Dongaon
1003,549193,421,Ekburji Waghalgaon
1004,549238,388,Eklahera
1005,549331,1335,Fajalpur
1006,549217,1569,Fatiyabad
1007,549223,602,Fatulabad
1008,549254,647,Fulshevra
1009,549294,1116,Gajgaon
1010,549358,1065,Galnimb
1011,549348,186,Ganeshwadi
1012,549351,1283,Gangapur
1013,549198,1572,Gavli Dhanora
1014,549252,1341,Gavli Shivra
1015,549236,2317,Ghanegaon
1016,549304,2984,Ghodegaon
1017,549216,171,Girnera
1018,549255,138,Golegaon
1019,549290,2723,Gopalwadi
1020,549197,59,Govindpur
1021,549370,1455,Guru Dhanora
1022,549307,106,Hadiyabad
1023,549227,461,Haibatpur
1024,549333,0,Haibatpur
1025,549325,756,Hakikatpur
1026,549376,24,Hamjabad
1027,549345,509,Hanumantgaon
1028,549381,1050,Harsuli
1029,549248,407,Hirapur
1030,549234,30,Ibrahimpur
1031,549218,2156,Ismailpur
1032,549237,359,Itawa
1033,549215,1956,Jambhala
1034,549354,5190,Jamgaon
1035,549274,1344,Jikthan
1036,549240,798,Jogeshwari
1037,549355,1880,Kaigaon
1038,549272,586,Kalegaon
1039,549241,171,Kamlapur
1040,549267,1019,Kankori
1041,549239,593,Kasoda
1042,549311,2228,Katepimpalgaon
1043,549201,1148,Khadak Narala
1044,549312,493,Khadak Waghalgaon
1045,549293,950,Khadgaon
1046,549366,920,Khairgawhan
1047,549228,616,Khojewadi
1048,549300,1862,Khopeshwar
1049,549182,490,Kinhal
1050,549268,526,Kobapur
1051,549384,244,Kodapur
1052,549305,322,Kolghar
1053,549357,2602,Lakhmapur
1054,549247,549,Lanzi
1055,549276,1296,Limbe Jalgaon
1056,549396,728,Mahalaxmi Kheda
1057,549285,779,Mahebubkheda
1058,549208,368,Mahmadpur
1059,549250,0,Mahmadpur
1060,549324,1028,Maholi
1061,549180,1155,Maliwadgaon
1062,549262,11,Malkapur
1063,549306,224,Malunja Bk.
1064,549308,0,Malunja Kh.
1065,549336,259,Mamdapur
1066,549388,496,Mandwa
1067,549394,849,Mangegaon
1068,549329,972,Manjari
1069,549206,124,Manjarpur
1070,549330,245,Manullapur
1071,549342,334,Maujudabad
1072,549319,803,Mendhi
1073,549249,254,Mendhipur
1074,549320,303,Mhasa
1075,549278,233,Mirzapur
1076,549328,5,Mudhesh Wadgaon
1077,549368,314,Murmi
1078,549377,208,Murshidabad
1079,549233,118,Mustafabad
1080,549362,56,Nagapur
1081,549378,0,Nagapur
1082,549242,1040,Naigaon
1083,549235,1255,Nandeda
1084,549375,38,Nandrabad
1085,549270,1567,Narayanpur
1086,549245,314,Narayanpur Bk.
1087,549232,452,Narayanpur Kh.
1088,549363,537,Narsapur
1089,549398,76,Narsingpur
1090,549353,2742,Nawabpur
1091,549334,3673,Nevargaon
1092,549184,1261,Pachapirwadi
1093,549186,584,Padalsa
1094,549271,17,Padampur
1095,549195,350,Pahadpur
1096,549346,140,Pakhora
1097,549296,864,Palasgaon
1098,549387,76,Pandharohal
1099,549219,561,Pekalwadi
1100,549365,482,Pendapur
1101,549211,394,Pimpalgaon
1102,549343,107,Pimpalwadi
1103,549251,143,Pimparkheda
1104,549317,503,Pimpri
1105,549221,1851,Potul
1106,549253,649,Pratappur
1107,549374,795,Puri
1108,549277,2708,Rahimpur
1109,549183,950,Raipur
1110,549199,997,Rajangaon pol
1111,549265,823,Rajura
1112,549258,628,Rampuri
1113,549244,985,Ramrai
1114,549316,806,Ranjangaon Narhari
1115,549288,879,Rotasthal
1116,549349,946,Saidapur
1117,549179,1657,Sanav
1118,549323,401,Sanjarpur
1119,549322,339,Sanjrabad
1120,549364,66,Sarangpur
1121,549310,689,Sarifpur
1122,549397,688,Savkheda
1123,549189,1127,Sawangi
1124,549344,358,Sayyadpur
1125,549192,40,Shah Nawajpur
1126,549297,0,Shahapur
1127,549224,309,Shahapur Banjar
1128,549372,395,Shahapur Kadim
1129,549287,2427,Shankarpur
1130,549393,0,Shankarpur
1131,549292,639,Shekta
1132,549379,1255,Shendurwada
1133,549318,987,Shingi
1134,549263,1099,Shirodi
1135,549380,587,Shivpur
1136,549246,914,Shivrai
1137,549298,3049,Siddhanath Wadgaon
1138,549352,28,Siddhapur
1139,549209,3727,Sillegaon
1140,549222,306,Sindhi Sirasgaon
1141,549256,608,Singpur
1142,549309,1755,Sirasgaon
1143,549204,1276,Siregaon
1144,549289,283,Siresaigaon
1145,549373,682,Solegaon
1146,549203,122,Sultanabad
1147,549275,214,Sultanpur
1148,549371,0,Sultanpur
1149,549391,0,Sultanpur
1150,549340,307,Surewadi
1151,549220,715,Takli
1152,549214,1952,Takliwadi
1153,549226,811,Talesaman
1154,549386,673,Talpimpri
1155,549303,2939,Tandulwadi
1156,549389,0,Tandulwadi
1157,549280,911,Tembhapuri
1158,549230,2122,Toki
1159,549361,5601,Trimbalpur
1160,549264,3422,Turkabad Kharadi
1161,549194,57,Umarpur
1162,549302,457,Uttarwadi
1163,549188,347,Vairagad
1164,549299,458,Wadali
1165,549257,910,Wadgaon
1166,549332,3509,Wahegaon
1167,549291,430,Wajnapur
1168,549243,150,Waluj Kh.
1169,549326,1865,Warkhed
1170,549213,890,Warzadi
1171,549200,1995,Wasusaigaon
1172,549395,208,Wazar
1173,549266,742,Yesgaon
1174,549390,919,Yesgavhan
1175,549383,392,Zanzardi
1176,549313,2973,Zodegaon
1177,802769,976,Gangapur (M Cl)
1178,549402,19850,Waluj Bk. (CT)
1179,549401,6417,Ranjangaon (s) (CT)
1180,549399,2040,Anantpur (CT)
1181,549400,1061,Lasur (CT)
1182,549504,385,Abdullapur
1183,549509,638,Adgaon
1184,549505,1472,Adool Bk.
1185,549500,656,Adool Kh.
1186,549512,489,Adool Tanda
1187,549559,225,Agapur
1188,549590,0,Agar-nandur (N.V.)
1189,549574,2162,Akhatwada
1190,549472,243,Alipur
1191,549464,549,Aliyabad
1192,549430,735,Amrapur
1193,549573,1890,Anandpur
1194,549510,1664,Antarwali Khandi
1195,549558,2196,Apegaon
1196,549405,1359,Aurangpur
1197,549429,744,Aurangpur Buttewadi
1198,549562,1628,Awade Uchegaon
1199,549436,492,Babhulgaon
1200,549477,3717,Balanagar
1201,549426,325,Balapur
1202,549452,324,Ballalpur
1203,549456,813,Bangala Tanda
1204,549457,77,Banni Tanda
1205,549458,8157,Bidkin
1206,549438,0,Bokud Jalgaon
1207,549488,446,Borgaon
1208,549555,2100,Bramhagaon
1209,549420,352,Bramhagavhan
1210,549511,406,Bramhangaon
1211,549580,1951,Chanakwadi
1212,549587,795,Changatpuri
1213,549415,660,Chauryahattar Jalgaon
1214,549552,461,Chinchala
1215,549442,1506,Chincholi
1216,549508,1075,Dabhrul
1217,549542,1204,Dadegaon Bk.
1218,549578,2250,Dadegaon Jahagir
1219,549541,10,Dadegaon Kh.
1220,549566,78,Dalwadi
1221,549476,799,Daregaon
1222,549543,2293,Dawarwadi
1223,549544,539,Dera
1224,549506,417,Devgaon
1225,549507,111,Devgaon Tanda
1226,549428,2178,Dhakephal
1227,549486,1843,Dhangaon
1228,549480,2366,Dhorkin
1229,549413,388,Dhupkheda
1230,549414,524,Dinnapur
1231,549492,736,Diyanatpur
1232,549474,946,Dongaon
1233,549466,286,Dongri Naik Tanda
1234,549496,2058,Ektuni
1235,549445,1497,Farola
1236,549406,2032,Gadhegaon Paithan
1237,549470,0,Gazipur
1238,549473,773,Georai Bashi
1239,549502,310,Georai Bk.
1240,549501,263,Georai Kh.
1241,549518,565,Georai Marda
1242,549495,0,Gharegaon
1243,549585,1079,Ghari
1244,549463,384,Gidhada
1245,549451,852,Godhegaon Gangapur
1246,549432,607,Hanumantgaon
1247,549536,1138,Harshi Bk.
1248,549535,639,Harshi Kh.
1249,549556,205,Hingani
1250,549564,1751,Hiradpuri
1251,549497,360,Hirapur
1252,549553,310,Hiwara Chondhala
1253,549503,1122,Honobachiwadi
1254,549450,387,Imampur
1255,549530,413,Inayatpur
1256,549557,448,Indegaon
1257,549489,2948,Isarwadi
1258,549455,43,Islampur
1259,549586,39,Ismailpur
1260,549443,133,Itawa
1261,549408,144,Jainpur
1262,549447,86,Jaitpur
1263,549441,1242,Jambhali
1264,549423,91,Jogeshwari
1265,549520,1907,Kadethan Bk.
1266,549519,451,Kadethan Kh.
1267,549478,2892,Kapuswadi
1268,549569,0,Karanj Kheda
1269,549479,3096,Karkin
1270,549483,328,Kasarpadli
1271,549568,2825,Katpur
1272,549410,285,Kaudgaon
1273,549546,0,Kaundar
1274,549582,624,Kawasan
1275,549550,1653,Kekat Jalgaon
1276,549435,0,Kesapuri
1277,549523,2572,Khadgaon
1278,549417,737,Khamjalgaon
1279,549549,805,Khandala
1280,549434,262,Khandewadi
1281,549532,1071,Kherda
1282,549539,2099,Koli Bodkha
1283,549459,0,Krishnapur
1284,549547,652,Kutub Kheda
1285,549471,701,Lakhegaon
1286,549591,0,Lakhephal (N.V.)
1287,549422,246,Lamgavhan
1288,549528,1147,Limbgaon
1289,549418,3864,Lohagaon Bk.
1290,549419,0,Lohagaon Kh.
1291,549584,864,Mahamadpur
1292,549427,58,Mankapur
1293,549421,399,Mavasgavhan
1294,549560,1257,Mayagaon
1295,549440,43,Meharban Naik Tanda
1296,549446,1178,Mharola
1297,549551,451,Mirkheda
1298,549409,188,Mohalkheda
1299,549567,4497,Mudhalwadi
1300,549424,2558,Mulani Wadgaon
1301,549494,985,Muradabad
1302,549538,1740,Murma
1303,549589,225,Naigaon
1304,549433,687,Naigavhan
1305,549411,1149,Nandalgaon
1306,549545,2325,Nandar
1307,549533,207,Nanegaon
1308,549493,0,Narayangaon
1309,549561,1149,Navgaon
1310,549460,1903,Nilajgaon
1311,549491,452,Pachalgaon
1312,549527,1930,Pachod Bk.
1313,549526,484,Pachod Kh.
1314,549465,474,Padli
1315,549448,173,Paithan kheda
1316,549437,702,Pangra
1317,549575,381,Panthewadi
1318,549513,1183,Parundi
1319,549516,499,Parundi Tanda
1320,549579,1446,Pategaon
1321,549439,0,Patode Wadgaon
1322,549565,1283,Pimpalwadi(pirachi)
1323,549469,1100,Porgaon
1324,549468,437,Porgaon Tanda
1325,549534,436,Pusegaon
1326,549570,2656,Rahatgaon
1327,549499,773,Rajapur
1328,549524,952,Ranjangaon Dandga
1329,549453,1873,Ranjangaon Khuri
1330,549454,887,Ranjani
1331,549588,481,Saigaon
1332,549525,329,Sajegaon
1333,549548,528,Salwadgaon
1334,549416,501,Shahapur Manegaon
1335,549485,0,Shahapur Wahegaon
1336,549403,1156,Shekta
1337,549425,340,Shevata
1338,549444,420,Shivani
1339,549572,837,Shringarwadi
1340,549571,1743,Solanapur
1341,549462,640,Sompuri
1342,549529,200,Sonwadi Bk.
1343,549531,189,Sonwadi Kh
1344,549583,331,Sonwadi Kh.
1345,549517,1182,Sultanpur
1346,549412,374,Taherpur
1347,549563,2376,Takali Ambad
1348,549487,466,Takli Paithan
1349,549522,1253,Tanda Bk.
1350,549521,0,Tanda Kh.
1351,549431,997,Taru Pimpalwadi
1352,549475,386,Tekadi Tanda
1353,549581,951,Telwadi
1354,549498,0,Thapati Tanda
1355,549537,1777,Thergaon
1356,549407,2412,Tondoli
1357,549404,62,Tulapur
1358,549514,646,Tupewadi
1359,549554,4076,Vihamandwa
1360,549481,330,Wadala
1361,549461,131,Wadgavhan
1362,549540,1454,Wadji
1363,549577,2217,Wadwali
1364,549576,731,Waghadi
1365,549490,2074,Wahegaon
1366,549449,291,Waki
1367,549484,689,Warudi Bk.
1368,549467,940,Warwandi Kh.
1369,549482,680,Wawa
1370,549515,247,Yasinpur
1371,802770,11264,Paithan (M Cl)
1372,549592,6112,Chitegaon (CT)
1373,559858,7606.954788,Dharur
1374,559689,7140.307938,Waghebabhalgaon
1375,802834,5967.774015,Manjlegaon (M Cl)
1376,560022,5547.213297,Ambajogai (Rural)
1377,558828,5394.32,Kada
1378,559671,5217.11,Neknoor
1379,802833,5208.824512,Georai (M Cl)
1380,560039,5121.37,Bardapur
1381,559087,4934.56,Yewalwadi
1382,559774,4800.086232,Adas
1383,558881,4793.92,Matkuli
1384,559342,4655.13,Bhatwadgaon
1385,559887,4360.615374,Shrikrushnanagar
1386,559141,4136.775746,Georai (Rural)
1387,559597,4119.688491,Wasanwadi
1388,559104,3974.139248,Umapur
1389,559156,3973.34,Talwada
1390,559791,3826.13,Yusuf Wadgaon
1391,559388,3820.98,Laul
1392,559435,3817.54,Wadvani
1393,559799,3756.14,Bansarola
1394,560052,3750.1,Jawalgaon
1395,560021,3686.88,Morewadi
1396,559901,3509.61,Sirsala
1397,559870,3376.979305,Morfali
1398,559737,3313.02,Kothi
1399,559321,3225.63,Telgaon Kh.
1400,559114,3205.83169,Pimpla
1401,559413,3149.52,Dindrud
1402,559251,3064.4,Kolgaon
1403,558779,3062.144845,Dhamangaon
1404,559391,2961.981451,Nitrud
1405,559129,2905.98,Dhondrai
1406,560040,2889.56,Limbgaon
1407,559328,2887.32,Sadola
1408,559270,2839.9,Tartewadi
1409,559374,2836.269764,Manjlegaon (rural)
1410,559782,2771.47,Jawalban
1411,559073,2747.394716,Padali
1412,558847,2677.66,Shiral
1413,559760,2569.53,Chincholi Mali
1414,558770,2535.74,Dadegaon
1415,559928,2525.54,Nagapur
1416,559256,2508.71,Madalmohi
1417,559626,2500.53,Nalwandi
1418,559889,2466.533922,Pimpri Bk
1419,560032,2427.70056,Dhanora Bk.
1420,559028,2417.91,Manur
1421,559994,2382.08,Lokhandi Sawargaon
1422,559070,2367.28,Paundul
1423,559646,2345.98,Chausala
1424,559345,2340.84,Dhanagarwadi (Paytalwadi)
1425,560008,2304.586159,Patoda
1426,559312,2298.65,Talkhed
1427,558889,2287.32,Walunj
1428,559316,2244.27,Sawargaon
1429,559508,2228.78,Pimpalwadi
1430,559756,2228.49,Kandi Mali
1431,559863,2206.83,Chinchpur
1432,558743,2123.72,Salewadgaon
1433,559026,2120.8,Ghatshil Pargaon
1434,559043,2110.68,Pimpalner
1435,559981,2110.46,Dharmapuri
1436,558836,2108.45,Nimgaon Chaubha
1437,560059,2100.88,Ghatnandur
1438,558904,2063.39,Misalwadi
1439,559326,2018.44,Purshottampuri
1440,559021,2011.45,Shirur
1441,559443,1966.845969,Kadi wadgaon
1442,559100,1954.94,Gulaj
1443,560002,1935.41,Makegaon
1444,559706,1934.74,Nandurghat
1445,560024,1917.15,Jogaiwadi
1446,559158,1916.957058,Antarvali Bk.
1447,558797,1911.85,Loni
1448,559292,1898.351073,Takarwan
1449,559897,1891.85,Takli Acharya
1450,558818,1887.13,Wahira
1451,559995,1878.14,Shripatraiwadi
1452,558775,1871.79,Devi Nimgaon
1453,559495,1867.07677,Rajuri Bk.(Navgan)
1454,559001,1866.46,Ghogaspargaon
1455,559592,1855.747158,Limba Ganesh
1456,559282,1854.93,Chaklamba
1457,558895,1852.98,Ashti (CT)
1458,802836,1846.76,Kaij (NP)
1459,559696,1833.574071,Kewad
1460,559764,1822.100062,Salegaon
1461,559785,1820.910164,Sonijawla
1462,559365,1820.05,Mogra
1463,560009,1807.619965,Devla
1464,559849,1764.679836,Sonimoha
1465,558825,1755.74,Chincholi
1466,559757,1755.5,Takli
1467,559192,1753.67,Jategaon
1468,559960,1737.84,Wadgaon Dadahari
1469,559429,1715.675199,Salimba
1470,559987,1712.372779,Sonwala
1471,559862,1699.815929,Tandalwadi
1472,558789,1695.1,Kerul
1473,559023,1692.82,Warni
1474,559748,1686.13,Tambwa
1475,559771,1684.73,Undri
1476,559190,1682.56,Padulyachiwadi
1477,558831,1677.88,Takali Amaya
1478,559346,1660.954801,Malipargaon
1479,560000,1659.76,Kumbephal
1480,559424,1656.78,Kaudgaon Bk.
1481,559925,1652.82,Kauthali
1482,559537,1643.813951,Ghosapuri
1483,559998,1641.78,Somnath Borgaon
1484,559869,1640.998966,Asardhav
1485,559182,1617.4,Rohithal
1486,559398,1614.605277,Longaon
1487,559594,1610.58,Borkhed
1488,559959,1600.51,Loni
1489,559989,1590.646842,Rajewadi
1490,559850,1568.978647,Pimparwada
1491,559790,1564.49,Mangwadgaon
1492,558774,1558.47,Dongargan
1493,558782,1552.88,Sangvi Patan
1494,558952,1530.2,Mahasanghvi
1495,559334,1527.55,Govindwadi
1496,559343,1525.51,Kesapuri
1497,559075,1521.55,Tagadgaon
1498,559587,1520.51,Morgaon
1499,560051,1511.153158,Bharaj
1500,558876,1503.52,Murshadpur
1501,559390,1498.34,Talewadi
1502,559784,1493.18145,Anandgaon
1503,559567,1488.84006,Pimpalner
1504,559344,1481.32,Phule Pimpalgaon
1505,559162,1480.3,Lukhamasla
1506,560019,1479.89,Dongar Pimpla
1507,560029,1470.92,Saygaon
1508,560028,1470.440961,Pokhari
1509,558739,1469.62,Deolali
1510,559066,1453.03,Arvi
1511,560053,1438.58,Pus
1512,559984,1426.635246,Sangaon
1513,559415,1422.62,Wangi Bk.
1514,559546,1422.05,Shidode
1515,559396,1416.19982,Anandgaon
1516,559360,1409.26,Kharat Adgaon
1517,559674,1409.09,Yelambghat
1518,559140,1407.44,Takadgaon
1519,559805,1406.04,Bhalgaon
1520,558965,1400.2,Daskhed
1521,559258,1396.06,Padalsingi
1522,559456,1393.94,Morwad
1523,559330,1390.86,Manjrath
1524,559985,1387.54,Dighol Amba
1525,559120,1383.8,Gangawadi
1526,559807,1380.614754,Naigaon
1527,558894,1376.83,Khadkat
1528,558824,1376.16,Dhanora
1529,559425,1368.14,Devdhi
1530,559482,1366.25,Sakshal Pimpri
1531,559879,1366.1,Pohner
1532,559679,1355.74,Chakurwadi
1533,559189,1353.98,Sirasdevi
1534,559794,1353.81,Sawleshwar
1535,558851,1352.33,Chikhali
1536,559778,1351.12,Hol
1537,558906,1343.788328,Pimpalwandi
1538,559798,1334.04,Kandi Badan
1539,559138,1322.67,Kolher
1540,559570,1321.74,Pali
1541,559721,1321.55,Jiwachiwadi
1542,560082,1320.421674,Ujani
1543,560004,1314.822818,Apegaon
1544,559446,1312.92,Pardi
1545,559571,1310.63,Mandav Jali
1546,559955,1305.498574,Kanherwadi
1547,559451,1302.03,Chinchala
1548,559743,1295.62601,Jadhav Jawala
1549,559727,1292.422923,Wida
1550,558893,1288.79,Balewadi
1551,559493,1288.27604,Ruilimba
1552,559367,1287.759462,Pimpri Kh.
1553,559083,1285.23,Raimoha
1554,559947,1274.57,Jirewadi
1555,559886,1271.27,Kaudgaon huda
1556,560012,1265.4506,Mandva (pathan)
1557,559260,1264.99,Aher Vahegaon
1558,559903,1263.95,Moha
1559,559910,1262.336199,Pimpalgaon(Gadhe)
1560,559898,1260.32,Kaudgaon Ghoda
1561,558830,1259.4,Sheri Bk.
1562,558871,1257.71,Karhewadi
1563,559647,1254.49,Lonighat
1564,559724,1253.72,Yewta
1565,559227,1251.62,Pachegaon
1566,558827,1251.58,Shirapur
1567,558963,1249.21,Pargaon Gumra
1568,559045,1245.321672,Pimpalyachiwadi
1569,559938,1241.27,Belamba
1570,558857,1241.12,Belgaon
1571,559918,1240.915169,Waghala
1572,559991,1240.11,Kendrewadi
1573,559754,1229.69,Kumbephal
1574,559905,1227.09,Bodhegaon
1575,559125,1220.77,Agar Nandur
1576,559503,1219.18,Charahata
1577,559101,1211.76,Malegaon Bk.
1578,559079,1210.6,Shirapur Dhumal
1579,559096,1208.53,Borgaon Bk.
1580,558953,1207.62,Patoda
1581,558890,1206.2,Takalsing
1582,559800,1205.33,Awasgaon
1583,559474,1200.57,Pokhari
1584,558932,1200.41,Kusalamb
1585,559884,1200.195701,Hiwara Govardhan
1586,559268,1191.23,Sirasmarg
1587,559865,1181.942757,Pangri
1588,560018,1179.27,Shepwadi
1589,559892,1174.69,Jaygaon
1590,560069,1173.33,Pattiwadgaon
1591,559106,1172.36,Mategaon
1592,559332,1171.63,Waghora
1593,558792,1162.32,Kinhi
1594,559184,1161.84,Kekat Pangri
1595,559755,1160.510833,Dhakephal
1596,558994,1158.29,Jaulala
1597,559999,1155.94,Kolkanadi
1598,559042,1154.34,Gomalwada
1599,559633,1152.35,Anjanwati
1600,559523,1151.62,Kamkheda
1601,559335,1151.336264,Kiti Adgaon
1602,559783,1150.44,Sarni {anandgaon}
1603,559802,1147.9,Anegaon
1604,558795,1141,Beed-sangvi
1605,559842,1140.75,Gawandara
1606,558748,1138.45,Pimparkhed
1607,559180,1136.83,Thakar Adgaon
1608,558949,1135.1,Tamba Rajuri
1609,559210,1133.72,Rui
1610,559428,1133.47,Pimparkhed
1611,560038,1128.99,Nandgaon
1612,559351,1128.363801,Gangamasla
1613,559040,1127.87,Rakshas Bhuwan
1614,558801,1127.16,Pimpla
1615,559403,1121.4,Simri Pargaon
1616,559593,1120.750088,Mahajanwadi
1617,558842,1118.26,Kelsangvi
1618,559543,1117.949655,Jirewadi
1619,559816,1115.506186,Sangam
1620,559538,1114.58,Kumsi
1621,559339,1111.06,Lukhegaon
1622,559963,1103.93,Kasarwadi
1623,558936,1103.67,Muggaon
1624,558815,1101.76,Borodi
1625,558947,1100.54,Chumbli
1626,558887,1097.5,Jamgaon
1627,558747,1097.01,Hivara
1628,559752,1096.02,Chandansawargaon
1629,559465,1091.11,Tadsonna
1630,559986,1089.92,Tatborgaon
1631,559933,1089.2,Aswalamba
1632,559310,1087.42,Harki nimgaon
1633,559294,1086.22,Ridhori
1634,559553,1086,Nathapur
1635,559839,1085.72,Dunakwad
1636,559015,1080.25,Nimgaon Mayamba
1637,558856,1073.39,Hingni
1638,559736,1073.27,Shindhi
1639,559426,1071.73,Chinchwadgaon
1640,560049,1065.73,Pimpala Dhaiguda
1641,559738,1065.71,Lavhari
1642,559362,1064.49,Nipani Takli
1643,559930,1060.89,Mandekhel
1644,559750,1058.61,Janegaon
1645,558745,1057.57,Suleman Deola
1646,559135,1057.11,Belgaon
1647,559105,1056.5,Bori Pimpalgaon
1648,559777,1056.405784,Ladewadgaon
1649,559331,1055.86,Sultanpur
1650,560016,1054.02,Sakud
1651,559793,1053.25,Paithan
1652,559433,1050.42,Chinchoti
1653,560026,1048.844831,Waghala (Radi)
1654,559478,1045.77,Kalegaon Haveli
1655,559814,1040.9,Bhopa
1656,559772,1034.49,Kekat Sarni
1657,559386,1033.02,Shindewadi
1658,559116,1031.6,Surlegaon
1659,559208,1028.51,Ardhmasla
1660,559708,1027.71,Shirurghat
1661,559347,1027.42,Abegaon
1662,559630,1025.926396,Jarud
1663,559583,1025.54994,Pimparnai
1664,559940,1024.958911,Dautpur
1665,559841,1022.282448,Ambewadgaon
1666,559494,1018.256485,Belura
1667,559823,1009.672158,Kasari
1668,559205,1008.89,Khandvi
1669,560007,1005.07,Mamdapur (Patoda)
1670,559637,1004.74,Khadkighat
1671,559011,1002.16,Ukhanda Chakla
1672,559655,1000.94,Hingani Kh.
1673,558733,1000.13,Daulawadgaon
1674,560037,997.1,Sugaon
1675,559407,993.5006687,Belura
1676,558790,993.33,Shelarwadi
1677,559831,992.5078263,Amla
1678,559924,990.7951904,Pangri
1679,560079,990.3594448,Jodwadi
1680,559077,985.09,Hiversinga
1681,560017,984.82,Warwati
1682,559819,982.56,Fakir Jawala
1683,558928,981.218096,Malekarwadi
1684,559967,976.8,Maralwadi
1685,560072,976.1,Nirpana
1686,559769,972.632756,Sonesangvi
